latitude,longitude,data_pas,satelite,pais,estado,municipio,bioma,numero_dias_sem_chuva,precipitacao,risco_fogo,id_area_industrial,frp
2.86757,-60.784,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,BOA VISTA,Amazônia,10.0,0.0,1.0,0,8.2
2.7017,-60.56993,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,8.3
2.70003,-60.57436,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,2.4
0.69799,-60.41636,2024-01-02 02:04:00,TERRA_M-M,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.54,0,10.1
2.69893,-60.48139,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,10.2
2.69836,-60.48493,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,4.0
0.25327,-60.41898,2024-01-02 02:04:00,TERRA_M-M,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.02,0,13.2
-9.02243,-65.69524,2024-01-02 18:45:00,AQUA_M-T,Brasil,AMAZONAS,LÁBREA,Amazônia,0.0,0.0,0.0,0,15.1
-8.67695,-66.84348,2024-01-02 17:34:00,NOAA-20,Brasil,AMAZONAS,LÁBREA,Amazônia,0.0,0.46,0.04,0,3.0
2.68476,-60.46457,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,8.6
2.68397,-60.50436,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,0.95,0,5.0
2.68254,-61.17171,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,MUCAJAÍ,Amazônia,7.0,0.0,0.65,0,3.7
2.67928,-60.4637,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,8.6
2.6787,-60.46726,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CANTÁ,Amazônia,10.0,0.0,1.0,0,8.7
1.42456,-60.80778,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,2.0,0.0,0.42,0,6.5
1.7317,-60.65821,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,2.0,0.0,0.64,0,7.2
-0.29095,-65.51711,2024-01-02 17:38:00,NOAA-20,Brasil,AMAZONAS,SANTA ISABEL DO RIO NEGRO,Amazônia,0.0,0.2,0.0,0,6.1
1.73111,-60.66203,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,2.0,0.0,0.64,0,5.8
-3.17634,-67.13275,2024-01-02 17:36:00,NOAA-20,Brasil,AMAZONAS,JUTAÍ,Amazônia,0.0,0.9,0.0,0,7.6
-9.48605,-67.69638,2024-01-02 17:34:00,NOAA-20,Brasil,ACRE,PORTO ACRE,Amazônia,0.0,4.26,0.19,0,3.2
1.72908,-60.65809,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,2.0,0.0,0.63,0,5.3
-22.9743,-46.71729,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ITATIBA,Mata Atlântica,0.0,0.29,0.28,0,4.3
1.72845,-60.66193,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,2.0,0.0,0.63,0,3.9
1.71355,-61.1524,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,3.0,0.0,1.0,0,2.9
1.52034,-60.98935,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,CARACARAÍ,Amazônia,3.0,0.0,0.75,0,5.8
0.83119,-60.58318,2024-01-02 16:47:00,NPP-375,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.09,0,7.0
-21.90862,-48.15059,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,0.0,0.26,0.08,0,5.3
-21.9079,-48.1473,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,0.0,0.28,0.08,0,5.3
-21.90718,-48.14395,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,0.0,0.29,0.08,0,10.5
-24.74167,-49.45248,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CERRO AZUL,Mata Atlântica,3.0,0.1,0.32,0,6.3
-21.90296,-48.45401,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,BOA ESPERANÇA DO SUL,Cerrado,0.0,0.01,0.11,0,3.8
-24.73962,-49.44968,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CERRO AZUL,Mata Atlântica,3.0,0.1,0.17,0,6.2
-16.02401,-50.04672,2024-01-02 17:32:00,NOAA-20,Brasil,GOIÁS,GOIÁS,Cerrado,1.0,8.91,0.0,0,2.6
-21.81258,-48.41298,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,GAVIÃO PEIXOTO,Cerrado,0.0,0.55,0.04,0,2.6
-19.71061,-50.74512,2024-01-02 17:32:00,NOAA-20,Brasil,MINAS GERAIS,CARNEIRINHO,Cerrado,0.0,0.53,0.08,0,4.6
-22.36538,-47.3017,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ARARAS,Mata Atlântica,0.0,0.0,0.12,0,8.3
-23.59903,-51.85227,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,MARIALVA,Mata Atlântica,3.0,0.1,0.09,0,4.4
-23.59571,-51.85698,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,MARIALVA,Mata Atlântica,3.0,0.1,0.09,0,4.4
-23.5725,-47.89177,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ALAMBARI,Mata Atlântica,4.0,0.2,1.0,0,5.5
-23.7713,-52.24521,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,ENGENHEIRO BELTRÃO,Mata Atlântica,3.0,0.0,0.1,0,7.5
-23.32856,-52.28801,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,FLORAÍ,Mata Atlântica,4.0,0.36,0.14,0,21.2
-23.57175,-47.88839,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ALAMBARI,Mata Atlântica,4.0,0.19,1.0,0,7.1
-23.3253,-52.29276,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,FLORAÍ,Mata Atlântica,4.0,0.4,0.14,0,21.2
-23.3246,-52.28899,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,FLORAÍ,Mata Atlântica,4.0,0.4,0.14,0,21.2
-23.76658,-48.98751,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ITAPEVA,Cerrado,2.0,0.2,0.27,0,12.8
-23.24289,-52.33859,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,NOVA ESPERANÇA,Mata Atlântica,3.0,0.96,0.08,0,6.1
-23.91531,-53.3289,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,PEROBAL,Mata Atlântica,0.0,6.01,0.03,0,6.3
-23.76538,-48.99128,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ITAPEVA,Cerrado,2.0,0.2,0.18,0,12.3
-29.62813,-53.84994,2024-01-02 17:28:00,NOAA-20,Brasil,RIO GRANDE DO SUL,SANTA MARIA,Mata Atlântica,4.0,0.0,0.0,0,3.7
-10.63253,-51.75908,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,CONFRESA,Amazônia,0.0,0.13,0.04,0,1.6
-24.70845,-48.90778,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,ADRIANÓPOLIS,Mata Atlântica,5.0,0.29,0.24,0,8.8
-20.63966,-54.6353,2024-01-02 17:32:00,NOAA-20,Brasil,MATO GROSSO DO SUL,CAMPO GRANDE,Cerrado,3.0,1.6,0.03,0,1.8
-25.57405,-49.18343,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,SÃO JOSÉ DOS PINHAIS,Mata Atlântica,3.0,0.0,-999.0,0,3.1
-12.58406,-46.87767,2024-01-02 17:34:00,NOAA-20,Brasil,TOCANTINS,ARRAIAS,Cerrado,0.0,0.2,0.0,0,17.2
-12.58275,-46.87129,2024-01-02 17:34:00,NOAA-20,Brasil,TOCANTINS,ARRAIAS,Cerrado,0.0,0.2,0.0,0,17.2
-22.0932,-48.6752,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,BARIRI,Mata Atlântica,0.0,0.0,0.2,0,7.3
-22.09254,-48.6721,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,BARIRI,Mata Atlântica,0.0,0.0,0.21,0,7.3
-1.81318,-52.76849,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,1.0,1.58,0.54,0,2.3
-21.59625,-49.61301,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,LINS,Mata Atlântica,0.0,0.41,0.13,0,14.8
-1.80694,-52.76556,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,1.0,1.48,0.54,0,4.7
-1.80633,-52.76178,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,1.0,1.51,0.53,0,4.7
-24.11863,-49.29522,2024-01-02 17:30:00,NOAA-20,Brasil,SÃO PAULO,ITARARÉ,Cerrado,2.0,0.1,0.84,0,7.4
-1.80572,-52.75799,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,1.0,1.53,0.53,0,7.3
-1.67191,-52.8775,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,0.0,1.68,0.06,0,3.0
-25.22586,-50.36398,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,TEIXEIRA SOARES,Mata Atlântica,4.0,0.54,0.38,0,9.1
-1.66786,-52.87806,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PORTO DE MOZ,Amazônia,0.0,1.66,0.05,0,5.8
-2.15914,-53.44969,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,0.0,8.08,0.22,0,8.2
-24.91869,-49.57515,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CASTRO,Mata Atlântica,7.0,0.13,0.24,0,6.3
-2.1586,-53.44632,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,0.0,8.27,0.16,0,3.6
-2.1538,-53.45053,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,0.0,8.19,0.35,0,1.5
-24.7742,-49.56504,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CASTRO,Mata Atlântica,4.0,0.1,0.27,0,4.0
-2.15212,-53.64371,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,1.94,0.63,0,7.0
-2.11603,-53.55507,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,4.73,0.15,0,42.8
-2.11549,-53.55178,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,4.84,0.11,0,42.8
-24.77311,-49.55966,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CASTRO,Mata Atlântica,4.0,0.1,0.24,0,4.0
-1.63098,-53.3996,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,0.6,0.04,0,3.1
-1.62725,-53.39842,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,0.6,0.04,0,3.3
-1.48672,-54.47785,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,MONTE ALEGRE,Amazônia,0.0,4.4,0.01,0,7.3
-1.48612,-54.4778,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,MONTE ALEGRE,Amazônia,0.0,4.39,0.01,0,4.6
-1.22709,-53.73848,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,0.4,0.09,0,8.8
-1.22658,-53.73518,2024-01-02 17:36:00,NOAA-20,Brasil,PARÁ,PRAINHA,Amazônia,1.0,0.41,0.12,0,10.0
-24.77294,-49.56191,2024-01-02 17:30:00,NOAA-20,Brasil,PARANÁ,CASTRO,Mata Atlântica,4.0,0.1,0.27,0,9.3
2.02242,-55.85871,2024-01-02 17:38:00,NOAA-20,Brasil,PARÁ,ÓBIDOS,Amazônia,4.0,0.0,1.0,0,8.4
-9.41387,-59.43664,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,COLNIZA,Amazônia,0.0,41.43,0.0,0,4.6
-9.4105,-59.43717,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,COLNIZA,Amazônia,0.0,41.01,0.0,0,78.1
-9.40993,-59.43353,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,COLNIZA,Amazônia,0.0,40.79,0.0,0,3.4
-11.74451,-59.30178,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,JUÍNA,Cerrado,1.0,26.79,0.0,0,4.3
-12.13434,-57.64989,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,JUARA,Amazônia,2.0,5.99,0.0,0,40.8
-11.78588,-57.37546,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.74,0.0,0,4.6
-11.74395,-59.29818,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,JUÍNA,Cerrado,1.0,26.8,0.0,0,7.8
-11.78521,-57.37131,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.71,0.0,0,4.6
-11.74173,-59.30592,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,JUÍNA,Cerrado,1.0,26.71,0.0,0,4.3
-11.78163,-57.37189,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.8,0.0,0,4.6
-11.78095,-57.36773,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.76,0.0,0,7.5
-11.74117,-59.30233,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,JUÍNA,Cerrado,1.0,26.71,0.0,0,4.3
-11.78028,-57.36355,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.71,0.0,0,7.5
-11.7767,-57.36414,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.73,0.0,0,14.3
-3.74309,-59.26834,2024-01-02 17:36:00,NOAA-20,Brasil,AMAZONAS,AUTAZES,Amazônia,2.0,5.32,-999.0,0,6.3
-11.77602,-57.35995,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,0.0,22.61,0.0,0,6.2
3.5924,-59.92585,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,4.5
-11.33423,-57.38406,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVO HORIZONTE DO NORTE,Amazônia,0.0,11.34,0.0,0,8.6
2.26576,-59.84921,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,BONFIM,Amazônia,3.0,0.0,0.74,0,7.0
2.9301,-60.08367,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,BONFIM,Amazônia,7.0,0.0,1.0,0,8.7
2.20789,-59.7919,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,BONFIM,Amazônia,3.0,0.0,1.0,0,5.0
1.93198,-59.90777,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,3.0,0.0,0.69,0,2.0
1.10906,-59.61481,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.17,0,4.2
1.10533,-59.61428,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.16,0,10.5
1.03227,-60.39332,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.53,0,5.8
1.0287,-60.3928,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.34,0,5.8
1.0052,-59.88454,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2.0,0.0,0.52,0,6.1
0.89925,-60.4356,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.93,0,9.0
0.87705,-59.40498,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.05,0,14.5
0.8733,-59.40443,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.05,0,48.3
0.86954,-59.40388,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.05,0,48.3
-11.33356,-57.3799,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,NOVO HORIZONTE DO NORTE,Amazônia,0.0,11.15,0.0,0,38.7
0.84816,-60.32161,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.41,0,8.6
-12.94816,-57.46254,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Cerrado,1.0,18.79,0.0,0,7.0
0.81865,-59.35933,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.03,0,7.7
-12.9475,-57.45849,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Cerrado,1.0,18.84,0.0,0,7.0
0.81217,-59.37694,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.03,0,15.3
-12.94464,-57.46312,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Amazônia,1.0,18.52,0.0,0,6.2
-12.53342,-57.73991,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Amazônia,2.0,14.46,0.0,0,10.3
1.64465,-60.18174,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,4.0,0.0,0.49,0,7.4
-12.53213,-57.732,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Amazônia,2.0,14.83,0.0,0,11.5
1.64403,-60.18593,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,4.0,0.0,0.48,0,7.4
-12.45951,-57.86515,2024-01-02 17:34:00,NOAA-20,Brasil,MATO GROSSO,BRASNORTE,Amazônia,2.0,12.15,0.0,0,5.1
-16.25265,-59.00184,2024-01-02 17:32:00,NOAA-20,Brasil,MATO GROSSO,PORTO ESPERIDIÃO,Pantanal,2.0,0.1,0.02,0,2.8
3.89691,-59.98444,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,6.0,0.0,1.0,0,2.5
3.89623,-59.98901,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,6.0,0.0,1.0,0,3.9
3.86695,-59.95199,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,6.0,0.0,1.0,0,7.2
3.86494,-59.96576,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,6.0,0.0,1.0,0,5.1
4.62123,-60.79448,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,7.7
4.5491,-60.5226,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,7.0,0.0,1.0,0,4.0
4.49143,-60.33204,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,7.0,0.0,1.0,0,4.3
4.44664,-60.8849,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,0.91,0,4.7
4.44599,-60.88921,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,0.95,0,4.7
4.43392,-60.89588,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,4.7
4.43329,-60.90009,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,6.9
4.43177,-61.08126,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,6.0,0.0,0.63,0,3.1
1.6439,-60.18217,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,4.0,0.0,0.49,0,15.4
1.6404,-60.18539,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,3.0,0.0,0.48,0,17.7
1.63963,-60.18582,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,4.0,0.0,0.48,0,15.4
1.54627,-60.36287,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CARACARAÍ,Amazônia,6.0,0.0,0.42,0,1.9
0.71486,-60.53056,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.12,0,5.5
0.66922,-59.53117,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.01,0,15.4
0.6684,-60.50343,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.5,0,3.8
0.6655,-59.53061,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.01,0,15.4
0.66484,-59.53503,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazônia,2.0,0.0,0.01,0,12.5
0.65845,-60.23066,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.12,0,70.6
0.65669,-60.22695,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.37,0,41.2
0.65606,-60.23103,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.12,0,41.2
0.65547,-60.22604,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.45,0,70.6
0.65311,-60.22643,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.36,0,39.5
0.65248,-60.2305,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,SÃO LUIZ,Amazônia,2.0,0.0,0.12,0,39.5
0.31165,-60.42322,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.02,0,6.9
0.30812,-60.42269,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.02,0,6.9
0.25614,-60.6435,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.06,0,6.4
0.25514,-60.41501,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,3.0,0.0,0.02,0,3.2
0.16218,-60.64114,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.03,0,4.3
0.15994,-60.64111,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.03,0,4.6
0.06444,-60.45519,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,RORAINÓPOLIS,Amazônia,2.0,0.0,0.0,0,10.7
4.33901,-60.26971,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,7.0,0.0,1.0,0,5.7
3.79712,-60.08268,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,7.2
3.79664,-60.53399,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,7.7
4.33722,-60.27101,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,UIRAMUTÃ,Amazônia,7.0,0.0,1.0,0,4.3
3.78876,-60.16389,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,6.0,0.0,1.0,0,5.2
3.78683,-60.04884,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,4.0
4.28944,-60.66373,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,2.6
3.76048,-60.12322,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,7.4
3.74904,-60.14896,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,1.0
4.27343,-60.72264,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,8.2
3.7436,-60.36425,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,21.8
3.74056,-60.35936,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,4.5
4.27327,-60.71929,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,3.6
3.73991,-60.36372,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,4.5
4.27261,-60.72366,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,8.5
3.73981,-60.13391,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,4.4
3.73825,-60.09248,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,2.9
4.26964,-60.71873,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,PACARAIMA,Amazônia,7.0,0.0,1.0,0,3.6
3.72795,-60.13676,2024-01-02 17:38:00,NOAA-20,Brasil,RORAIMA,NORMANDIA,Amazônia,7.0,0.0,1.0,0,3.9
